date,geography,geography code,Total,White: Total,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Mixed/multiple ethnic groups: Total,Mixed/multiple ethnic groups: White and Black Caribbean,Mixed/multiple ethnic groups: White and Black African,Mixed/multiple ethnic groups: White and Asian,Mixed/multiple ethnic groups: Other Mixed,Asian/Asian British: Total,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: Total,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Total,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
2011,Fylde,E14000706,81914,79688,77779,528,0,15,1366,823,285,90,261,187,1027,424,133,26,228,216,190,67,74,49,186,83,103
2011,Garston and Halewood,E14000708,97697,92290,89603,907,0,9,1771,1910,584,499,418,409,2177,654,239,81,903,300,875,541,181,153,445,249,196
2011,Halton,E14000725,94995,93048,91674,514,0,34,826,940,311,179,231,219,705,201,31,49,237,187,189,60,111,18,113,32,81
2011,Hazel Grove,E14000738,79173,76552,74977,585,0,9,981,949,324,151,245,229,1201,294,316,81,299,211,283,144,111,28,188,70,118
2011,Heywood and Middleton,E14000747,103894,95825,92762,1137,0,41,1885,1533,581,300,398,254,4997,406,3227,307,568,489,1209,910,155,144,330,132,198
2011,Hyndburn,E14000758,92494,80695,78494,554,0,99,1548,841,223,57,398,163,10634,337,8189,1215,334,559,136,68,55,13,188,109,79
2011,Knowsley,E14000775,103910,101572,100387,534,0,5,646,1257,461,329,248,219,637,216,46,10,208,157,319,192,75,52,125,58,67
2011,Lancaster and Fleetwood,E14000776,86650,81629,78268,500,0,144,2717,844,239,93,312,200,3507,1163,383,285,1200,476,417,315,70,32,253,135,118
2011,Leigh,E14000785,102997,99664,97620,582,0,61,1401,1021,364,183,270,204,1416,375,281,51,418,291,647,501,84,62,249,123,126
2011,"Liverpool, Riverside",E14000793,114920,91529,83853,2828,0,87,4761,4785,1366,1366,933,1120,8868,1771,961,433,4177,1526,5359,3396,690,1273,4379,3075,1304
2011,"Liverpool, Walton",E14000794,91876,87398,85329,700,0,26,1343,1096,389,231,184,292,1703,613,110,41,553,386,1036,779,125,132,643,395,248
2011,"Liverpool, Wavertree",E14000795,91501,77508,72749,1703,0,44,3012,3129,883,903,576,767,4655,1155,594,448,1610,848,3891,2842,423,626,2318,1575,743
2011,"Liverpool, West Derby",E14000796,90537,85184,82872,704,0,19,1589,1210,372,303,235,300,2330,819,108,72,903,428,1264,990,91,183,549,364,185
2011,Macclesfield,E14000802,93268,90307,88110,554,0,24,1619,847,249,126,292,180,1673,748,163,63,301,398,281,131,100,50,160,47,113
2011,Makerfield,E14000805,98202,96343,95127,398,0,24,794,683,260,108,174,141,673,181,110,15,169,198,345,251,56,38,158,66,92
2011,Manchester Central,E14000807,134326,84116,73755,2514,0,129,7718,6748,2764,1386,1105,1493,19627,3139,4244,905,7780,3559,18945,11381,4090,3474,4890,2966,1924
2011,"Manchester, Gorton",E14000808,111198,58296,49965,3032,0,214,5085,5484,1954,986,1227,1317,32461,2850,20631,4044,2060,2876,10860,6154,2783,1923,4097,2495,1602
2011,"Manchester, Withington",E14000809,99212,75970,68051,3621,0,57,4241,4676,1644,673,1320,1039,12326,2315,6114,1130,1246,1521,3352,1193,1295,864,2888,1906,982
2011,Morecambe and Lunesdale,E14000825,87683,85887,82941,490,0,236,2220,714,222,96,233,163,737,163,59,86,218,211,243,177,43,23,102,49,53
2011,Oldham East and Saddleworth,E14000870,101601,82682,80675,586,0,40,1381,1910,935,221,510,244,15557,456,11879,2293,244,685,1222,694,413,115,230,67,163
2011,Oldham West and Royton,E14000871,102616,71901,69896,721,0,20,1264,1796,807,177,561,251,27226,1055,10664,13975,393,1139,1406,853,373,180,287,76,211
2011,Pendle,E14000875,89452,71437,69074,462,0,26,1875,946,139,65,599,143,16807,236,15320,383,281,587,126,67,51,8,136,52,84
2011,Penrith and The Border,E14000877,81880,81035,79571,252,0,56,1156,324,91,30,127,76,407,108,12,55,122,110,55,34,10,11,59,24,35
2011,Preston,E14000885,94780,72289,67043,816,0,105,4325,2748,1410,229,733,376,17495,11293,3847,297,1065,993,1395,534,739,122,853,521,332
2011,Ribble Valley,E14000894,96929,94573,92721,590,0,8,1254,795,273,66,314,142,1284,484,399,37,174,190,192,89,71,32,85,21,64
2011,Rochdale,E14000897,107805,77049,73719,994,0,145,2191,2036,476,301,950,309,26633,699,19038,4035,380,2481,1561,1221,130,210,526,176,350
2011,Rossendale and Darwen,E14000902,96465,92308,90449,604,0,76,1179,796,255,75,282,184,3004,361,1094,894,374,281,214,92,103,19,143,43,100
2011,Salford and Eccles,E14000911,108546,95636,88871,1476,0,101,5188,2346,788,581,430,547,5530,1413,985,373,1665,1094,3723,3079,368,276,1311,934,377
2011,Sefton Central,E14000916,84960,83378,81869,759,0,40,710,668,184,80,204,200,658,231,31,31,248,117,158,81,43,34,98,48,50
2011,South Ribble,E14000943,97371,94647,92877,522,0,37,1211,990,444,95,298,153,1303,580,204,33,270,216,265,86,134,45,166,63,103
2011,Southport,E14000958,90381,87282,83460,769,0,45,3008,1137,299,215,315,308,1275,323,46,207,401,298,344,197,121,26,343,150,193
2011,St Helens North,E14000962,96518,94926,93567,464,0,54,841,600,246,75,130,149,741,155,36,73,251,226,123,74,34,15,128,55,73
2011,St Helens South and Whiston,E14000963,100657,97999,96606,523,0,16,854,861,300,142,205,214,1459,503,119,49,331,457,194,125,35,34,144,73,71
2011,Stalybridge and Hyde,E14000967,91740,85292,83466,578,0,27,1221,1115,482,158,285,190,4755,651,526,3125,266,187,463,279,121,63,115,42,73
2011,Stockport,E14000969,85027,77147,73835,1572,0,31,1709,1866,680,326,484,376,4776,768,2436,263,585,724,796,438,274,84,442,211,231
2011,Stretford and Urmston,E14000979,98749,78263,72940,2570,0,30,2723,3320,1749,393,601,577,10823,3709,5054,269,688,1103,5268,1264,3235,769,1075,639,436
2011,Tatton,E14000987,84287,80496,77815,740,0,46,1895,1054,283,141,435,195,2061,782,451,100,303,425,338,168,113,57,338,154,184
2011,Wallasey,E14001010,89444,86956,85197,737,0,13,1009,999,353,184,235,227,1131,199,21,192,427,292,233,123,68,42,125,51,74
2011,Warrington North,E14001017,95213,91878,88990,575,0,45,2268,1053,345,181,302,225,1696,565,341,75,388,327,360,183,132,45,226,104,122
2011,Warrington South,E14001018,107015,102114,98978,782,0,21,2333,1091,309,176,361,245,3215,1238,838,77,461,601,334,206,82,46,261,133,128
2011,Weaver Vale,E14001024,88159,86076,84318,433,0,36,1289,880,285,139,257,199,897,283,49,72,221,272,174,101,48,25,132,64,68
2011,West Lancashire,E14001033,94797,92948,90470,532,0,7,1939,760,240,120,214,186,824,380,77,11,166,190,163,111,42,10,102,56,46
2011,Westmorland and Lonsdale,E14001037,83919,82472,79976,290,0,28,2178,537,138,87,198,114,670,139,38,52,248,193,160,92,59,9,80,32,48
2011,Wigan,E14001039,101878,98880,96697,399,0,59,1725,922,343,118,305,156,1264,413,249,43,267,292,541,444,54,43,271,105,166
2011,Wirral South,E14001043,72312,70731,69395,558,0,15,763,555,128,80,199,148,776,231,52,41,271,181,144,90,33,21,106,47,59
2011,Wirral West,E14001044,69209,67361,66011,567,0,14,769,653,169,63,234,187,937,325,70,27,255,260,105,50,23,32,153,65,88
2011,Workington,E14001053,78363,77563,76633,182,0,9,739,336,109,28,142,57,365,56,32,72,98,107,51,32,11,8,48,1,47
2011,Worsley and Eccles South,E14001054,98824,92952,89790,926,0,46,2190,1589,623,287,378,301,2478,825,382,201,621,449,1301,1020,173,108,504,324,180
2011,Wyre and Preston North,E14001057,88464,82701,81208,531,0,43,919,830,276,123,289,142,4373,3089,594,92,237,361,325,166,127,32,235,111,124
2011,Wythenshawe and Sale East,E14001059,105438,91861,86059,1807,0,37,3958,3460,1479,639,620,722,5884,2233,1369,190,1056,1036,2999,1630,702,667,1234,683,551
2011,Barnsley Central,E14000541,85714,83410,81381,221,0,77,1731,608,217,56,198,137,847,221,112,27,233,254,617,531,63,23,232,95,137
2011,Barnsley East,E14000542,90434,88740,87363,206,0,60,1111,632,291,81,137,123,478,127,43,23,128,157,477,375,60,42,107,35,72
2011,Batley and Spen,E14000548,107899,83940,82069,329,0,20,1522,1434,503,79,629,223,21816,10709,10314,82,203,508,445,196,201,48,264,100,164
2011,Beverley and Holderness,E14000556,99748,98250,96974,233,0,25,1018,582,177,91,200,114,692,168,86,13,176,249,124,76,30,18,100,46,54
2011,Bradford East,E14000587,113820,60446,56239,488,0,167,3552,3526,1290,227,1584,425,44750,3670,34094,4035,382,2569,2794,1242,1338,214,2304,1001,1303
2011,Bradford South,E14000588,101545,80075,77056,493,0,99,2427,3331,1532,218,1226,355,14923,3097,10285,310,346,885,2074,980,900,194,1142,582,560
2011,Bradford West,E14000589,114761,42558,36196,431,0,105,5826,3154,861,217,1606,470,62570,5331,49656,3245,892,3446,3281,2231,883,167,3198,1750,1448
2011,Brigg and Goole,E14000596,86706,85229,82320,239,0,100,2570,556,186,87,157,126,706,217,100,47,208,134,100,58,26,16,115,27,88
2011,Calder Valley,E14000614,102961,99398,97069,912,0,29,1388,1287,539,109,386,253,1800,314,979,103,204,200,338,126,176,36,138,33,105
2011,Cleethorpes,E14000643,93593,91656,90352,231,0,15,1058,580,200,60,190,130,949,281,79,158,230,201,186,124,44,18,222,132,90
2011,Colne Valley,E14000645,109201,95520,93125,786,0,30,1579,2359,1287,176,582,314,9133,1349,6748,205,306,525,1612,427,994,191,577,275,302
2011,Dewsbury,E14000666,110062,86269,84470,356,0,62,1381,1629,558,113,742,216,21400,6282,13940,253,187,738,469,272,154,43,295,120,175
2011,Don Valley,E14000667,98521,95672,94032,343,0,152,1145,856,363,98,235,160,1312,393,393,33,249,244,511,274,180,57,170,51,119
2011,Doncaster Central,E14000668,104950,95689,88665,546,0,273,6205,1594,662,217,442,273,5470,1245,2236,60,658,1271,1426,829,454,143,771,156,615
2011,Doncaster North,E14000669,98931,96705,95043,294,0,162,1206,871,388,125,200,158,832,227,99,24,214,268,400,206,144,50,123,24,99
2011,East Yorkshire,E14000683,100377,98902,97283,305,0,62,1252,628,210,81,200,137,570,155,46,26,169,174,185,86,75,24,92,47,45
2011,Elmet and Rothwell,E14000689,99623,96719,95024,593,0,40,1062,1007,385,127,302,193,1328,540,314,46,213,215,362,165,116,81,207,40,167
2011,Great Grimsby,E14000716,88243,85675,83525,227,0,16,1907,733,236,118,212,167,1315,268,140,115,414,378,251,186,44,21,269,149,120
2011,Halifax,E14000723,100865,83389,79663,883,0,51,2792,1510,558,138,521,293,15075,816,12925,471,255,608,561,353,144,64,330,78,252
2011,Haltemprice and Howden,E14000724,88519,86025,84619,272,0,94,1040,742,182,126,288,146,1272,584,220,21,207,240,240,168,54,18,240,164,76
2011,Harrogate and Knaresborough,E14000730,101334,96973,91893,556,0,50,4474,1264,296,180,445,343,1900,503,96,65,613,623,902,493,109,300,295,77,218
2011,Hemsworth,E14000740,93719,90639,88511,208,0,58,1862,715,269,97,210,139,1755,391,977,3,192,192,426,306,78,42,184,73,111
2011,Huddersfield,E14000756,95296,68541,64226,1164,0,46,3105,4368,2819,273,761,515,15433,2457,10800,191,756,1229,5379,1469,3277,633,1575,719,856
2011,Keighley,E14000766,97150,81226,78632,614,0,40,1940,1221,341,82,586,212,13768,506,10410,2025,227,600,485,277,154,54,450,97,353
2011,Kingston upon Hull East,E14000771,91937,89467,87620,155,0,95,1597,783,218,174,215,176,970,292,145,76,244,213,445,337,50,58,272,139,133
2011,Kingston upon Hull North,E14000772,94813,87572,82470,256,0,123,4723,1459,394,350,368,347,3310,401,442,396,1499,572,1554,1305,121,128,918,569,349
2011,Kingston upon Hull West and Hessle,E14000773,84656,78841,74125,186,0,68,4462,1335,295,320,399,321,2443,515,323,283,425,897,1017,840,71,106,1020,449,571
2011,Leeds Central,E14000777,132877,99149,90597,1261,0,212,7079,5114,2152,811,1293,858,15588,3189,5306,1464,2395,3234,9883,7265,1264,1354,3143,1799,1344
2011,Leeds East,E14000778,94469,73672,69913,1050,0,61,2648,2950,1686,375,461,428,11919,1492,6201,1856,594,1776,5196,3106,1262,828,732,224,508
2011,Leeds North East,E14000779,91640,64406,59182,1491,0,67,3666,3952,1928,432,911,681,14992,5201,6025,805,1035,1926,6541,2055,3217,1269,1749,522,1227
2011,Leeds North West,E14000780,84571,76539,73515,890,0,63,2071,1999,700,193,687,419,4142,1598,1256,104,505,679,844,446,235,163,1047,632,415
2011,Leeds West,E14000781,92806,82698,78380,820,0,129,3369,2477,1126,306,610,435,4650,1384,1953,101,450,762,2216,1436,361,419,765,400,365
2011,Morley and Outwood,E14000826,96493,92023,90213,460,0,81,1269,1199,516,132,317,234,2387,1112,521,20,415,319,597,329,171,97,287,101,186
2011,"Normanton, Pontefract and Castleford",E14000836,107195,104540,102367,238,0,141,1794,738,321,69,194,154,1227,339,306,10,299,273,539,436,58,45,151,54,97
2011,Penistone and Stocksbridge,E14000876,87221,85204,84192,331,0,29,652,699,288,66,179,166,712,218,153,29,146,166,399,197,131,71,207,113,94
2011,Pudsey,E14000886,88855,82872,80983,569,0,44,1276,1227,435,147,411,234,3927,1837,1179,40,435,436,447,222,153,72,382,108,274
2011,Richmond (Yorks),E14000895,107301,103930,101919,382,0,94,1535,887,259,108,271,249,1644,238,75,43,159,1129,606,303,104,199,234,46,188
2011,Rother Valley,E14000903,94608,91741,90706,266,0,32,737,759,293,86,211,169,1596,335,886,21,156,198,343,221,90,32,169,91,78
2011,Rotherham,E14000904,89697,77696,75130,314,0,73,2179,1261,316,149,472,324,8294,495,6521,74,305,899,1465,1233,138,94,981,432,549
2011,Scarborough and Whitby,E14000913,97399,94816,92458,276,0,27,2055,812,201,107,310,194,1325,376,169,109,269,402,237,175,49,13,209,120,89
2011,Scunthorpe,E14000914,89055,83662,78707,495,0,29,4431,787,178,108,321,180,3883,921,754,1400,347,461,397,318,31,48,326,139,187
2011,Selby and Ainsty,E14000917,96127,94344,91557,411,0,190,2186,718,217,60,306,135,745,200,20,2,356,167,245,185,43,17,75,13,62
2011,Sheffield Central,E14000919,115284,83022,77307,899,0,64,4752,3543,1291,389,967,896,17433,2950,5970,859,5207,2447,6661,4105,1709,847,4625,3116,1509
2011,Sheffield South East,E14000920,92918,79248,77505,250,0,80,1413,1558,615,142,411,390,8827,359,5605,1824,330,709,2039,1133,530,376,1246,900,346
2011,"Sheffield, Brightside and Hillsborough",E14000921,107139,80690,77957,375,0,117,2241,3560,1641,368,760,791,11254,897,8295,287,399,1376,6950,3982,1814,1154,4685,3429,1256
2011,"Sheffield, Hallam",E14000922,89356,82472,79738,673,0,27,2034,1690,456,131,687,416,3583,1103,838,124,841,677,872,413,325,134,739,397,342
2011,"Sheffield, Heeley",E14000923,93466,84015,81790,476,0,63,1686,2454,1224,226,541,463,2829,414,1179,212,529,495,3213,1741,1011,461,955,505,450
2011,Shipley,E14000925,95176,88012,85505,515,0,22,1970,1747,639,131,675,302,4138,951,2169,248,239,531,633,263,306,64,646,284,362
2011,Skipton and Ripon,E14000928,99266,96799,93795,345,0,79,2580,795,182,134,287,192,1227,215,493,42,188,289,273,164,37,72,172,73,99
2011,Thirsk and Malton,E14000993,96949,95613,93433,411,0,148,1621,567,160,73,202,132,515,99,41,14,148,213,161,108,30,23,93,28,65
2011,Wakefield,E14001009,95074,87187,83360,359,0,93,3375,1182,382,172,404,224,4826,587,3350,15,253,621,1354,1083,139,132,525,220,305
2011,Wentworth and Dearne,E14001028,95362,93349,92370,223,0,25,731,706,249,81,226,150,744,152,208,15,156,213,379,279,67,33,184,68,116
2011,York Central,E14001061,104359,96775,90936,709,0,189,4941,1520,337,214,524,445,4482,1036,272,270,1452,1452,864,658,143,63,718,360,358
2011,York Outer,E14001062,93692,89956,87677,394,0,80,1805,893,192,91,349,261,2258,495,145,100,997,521,330,245,62,23,255,138,117
2011,Amber Valley,E14000533,87883,86467,85097,267,0,34,1069,580,297,56,131,96,589,253,62,9,132,133,176,89,69,18,71,12,59
2011,Ashfield,E14000535,101914,99832,98065,300,0,28,1439,819,424,57,195,143,845,311,69,55,179,231,290,116,139,35,128,41,87
2011,Bassetlaw,E14000546,103808,101131,98098,353,0,84,2596,920,431,83,206,200,1118,437,180,65,173,263,459,196,208,55,180,50,130
2011,Bolsover,E14000577,94473,92631,91028,245,0,88,1270,651,296,77,191,87,791,299,77,7,195,213,359,256,57,46,41,14,27
2011,Boston and Skegness,E14000582,101684,98889,89342,357,0,88,9102,975,325,143,239,268,1225,446,172,131,212,264,391,247,89,55,204,78,126
2011,Bosworth,E14000583,98282,95166,93351,424,0,86,1305,925,340,78,333,174,1793,1040,139,79,229,306,233,124,91,18,165,70,95
2011,Broxtowe,E14000607,94971,87274,83975,554,0,8,2737,1693,795,145,447,306,4421,1721,770,91,1116,723,919,446,395,78,664,418,246
2011,Charnwood,E14000625,94748,83729,81814,607,0,32,1276,1403,510,80,584,229,8714,7534,213,49,352,566,535,202,258,75,367,116,251
2011,Chesterfield,E14000632,93248,89879,88264,370,0,5,1240,1005,488,90,264,163,1507,459,330,124,353,241,721,391,257,73,136,57,79
2011,Corby,E14000648,110099,106060,97908,1179,0,52,6921,1341,423,179,394,345,1302,561,57,139,242,303,1219,873,207,139,177,32,145
2011,Daventry,E14000660,93850,90769,87750,600,0,60,2359,1165,455,122,358,230,1295,615,175,66,165,274,521,224,234,63,100,8,92
2011,Derby North,E14000662,100323,86941,82195,1010,0,46,3690,2462,1283,163,645,371,7823,3724,2322,106,500,1171,2102,943,952,207,995,426,569
2011,Derby South,E14000663,109171,75369,68695,1029,0,237,5408,4220,2375,336,973,536,22470,6878,12203,546,533,2310,4882,2080,2302,500,2230,385,1845
2011,Derbyshire Dales,E14000664,78673,77517,76118,345,0,18,1036,528,152,67,186,123,470,126,96,4,108,136,104,43,42,19,54,13,41
2011,Erewash,E14000695,94050,91075,89238,484,0,24,1329,1113,673,63,221,156,1241,727,80,20,208,206,506,113,322,71,115,27,88
2011,Gainsborough,E14000707,91719,90036,88375,416,0,163,1082,650,231,58,210,151,735,376,64,0,131,164,230,131,75,24,68,38,30
2011,Gedling,E14000710,92533,85501,82743,811,0,29,1918,2341,1347,215,461,318,2885,1091,887,57,382,468,1554,352,1057,145,252,62,190
2011,Grantham and Stamford,E14000714,104391,101498,96934,525,0,63,3976,923,312,118,254,239,1382,420,84,62,372,444,436,294,93,49,152,46,106
2011,Harborough,E14000728,100662,83432,80735,663,0,44,1990,1717,539,143,702,333,13746,10690,1165,153,484,1254,877,410,381,86,890,214,676
2011,High Peak,E14000748,90892,88954,87131,596,0,10,1217,944,348,113,284,199,711,148,78,10,228,247,184,87,82,15,99,33,66
2011,Kettering,E14000769,93475,87740,83450,641,0,150,3499,1313,416,206,404,287,3023,1818,149,102,327,627,991,682,208,101,408,148,260
2011,Leicester East,E14000782,108520,34119,30586,674,0,107,2752,3368,1244,284,1171,669,63013,52690,3217,764,367,5975,4949,2664,1449,836,3071,970,2101
