date,geography,geography code,Total,White: Total,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Mixed/multiple ethnic groups: Total,Mixed/multiple ethnic groups: White and Black Caribbean,Mixed/multiple ethnic groups: White and Black African,Mixed/multiple ethnic groups: White and Asian,Mixed/multiple ethnic groups: Other Mixed,Asian/Asian British: Total,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: Total,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Total,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
2011,Leicester South,E14000783,119287,58718,52440,931,0,135,5212,4060,1477,417,1247,919,44612,30017,4111,2720,2994,4770,8333,4872,1922,1539,3564,1646,1918
2011,Leicester West,E14000784,102032,73799,65603,919,0,175,7102,4152,1970,460,970,752,14845,10628,739,158,884,2436,7303,4944,1419,940,1933,695,1238
2011,Lincoln,E14000792,106334,101915,95936,788,0,82,5109,1332,398,203,407,324,1887,542,145,140,471,589,823,525,185,113,377,182,195
2011,Loughborough,E14000797,99177,86270,82422,558,0,53,3237,1585,440,190,635,320,9613,4389,310,1979,1777,1158,1014,742,203,69,695,365,330
2011,Louth and Horncastle,E14000798,96885,95581,94198,336,0,34,1013,606,251,58,184,113,485,153,39,41,115,137,145,83,42,20,68,25,43
2011,Mansfield,E14000810,104466,101522,97408,447,0,2,3665,1106,571,105,224,206,1289,521,132,192,206,238,398,152,192,54,151,42,109
2011,Mid Derbyshire,E14000814,84158,81287,79539,507,0,24,1217,1044,438,71,347,188,1212,490,110,9,373,230,426,166,197,63,189,69,120
2011,Newark,E14000829,98937,95893,92127,649,0,244,2873,1179,477,145,314,243,1149,356,256,81,236,220,545,177,299,69,171,41,130
2011,North East Derbyshire,E14000843,90956,89198,88190,234,0,48,726,742,311,96,218,117,701,286,62,48,172,133,205,117,73,15,110,31,79
2011,North West Leicestershire,E14000858,93468,91187,89116,406,0,77,1588,881,358,59,322,142,1074,520,16,20,198,320,205,91,78,36,121,25,96
2011,Northampton North,E14000861,86192,73411,67079,1468,0,55,4809,2830,1363,396,535,536,5006,1828,701,1178,683,616,4447,2524,1398,525,498,185,313
2011,Northampton South,E14000862,93615,77148,68082,1181,0,94,7791,3163,1461,493,534,675,7020,2496,676,2083,767,998,5493,3518,1275,700,791,279,512
2011,Nottingham East,E14000865,99302,64376,55989,1154,0,145,7088,7772,4605,722,1340,1105,16659,3061,8583,526,2040,2449,8721,3882,3629,1210,1774,809,965
2011,Nottingham North,E14000866,97145,77416,73757,680,0,85,2894,7058,4770,706,713,869,4712,1571,1535,142,508,956,7487,3001,3432,1054,472,166,306
2011,Nottingham South,E14000867,109233,76906,70244,985,0,96,5581,5435,2791,576,1251,817,18668,5269,6653,381,3440,2925,5977,2994,2321,662,2247,1397,850
2011,Rushcliffe,E14000908,94963,87830,85034,715,0,16,2065,1720,659,122,659,280,4444,2303,1035,40,510,556,557,180,311,66,412,146,266
2011,Rutland and Melton,E14000909,100926,97438,94683,541,0,61,2153,985,325,85,370,205,1909,1265,80,23,263,278,432,209,165,58,162,14,148
2011,Sherwood,E14000924,94210,91820,90488,304,0,45,983,938,470,89,213,166,988,464,141,19,140,224,380,135,181,64,84,15,69
2011,Sleaford and North Hykeham,E14000929,111056,109147,106594,511,0,85,1957,792,252,87,246,207,745,237,27,67,223,191,243,106,93,44,129,36,93
2011,South Derbyshire,E14000935,94611,90527,88925,386,0,72,1144,1062,428,79,365,190,2375,1649,179,4,217,326,425,174,205,46,222,45,177
2011,South Holland and The Deepings,E14000939,101584,99418,92362,345,0,102,6609,912,304,148,258,202,857,300,53,55,213,236,293,154,84,55,104,15,89
2011,South Leicestershire,E14000940,100595,93846,91552,546,0,116,1632,1444,635,102,457,250,4293,3273,214,17,324,465,742,328,310,104,270,67,203
2011,South Northamptonshire,E14000942,108562,102543,98786,801,0,10,2946,1758,573,247,544,394,2792,1558,239,147,404,444,1162,581,405,176,307,107,200
2011,Wellingborough,E14001025,106159,95151,89700,834,0,106,4511,2612,1373,282,482,475,4989,3388,315,549,258,479,3090,1150,1527,413,317,86,231
2011,Aldridge-Brownhills,E14000531,76974,71685,70494,521,0,56,614,1195,702,50,272,171,3107,1935,324,126,232,490,747,167,435,145,240,39,201
2011,"Birmingham, Edgbaston",E14000560,96568,66314,60899,1826,0,40,3549,5015,2377,331,1369,938,15799,7630,2844,462,1951,2912,7424,2726,3368,1330,2016,781,1235
2011,"Birmingham, Erdington",E14000561,97778,71458,65274,2882,0,37,3265,5454,3437,314,958,745,10166,2506,4709,837,817,1297,9962,2255,6026,1681,738,224,514
2011,"Birmingham, Hall Green",E14000562,115904,41178,35353,3029,0,89,2707,4453,1785,253,1502,913,57382,9215,37653,4793,861,4860,7059,2265,3234,1560,5832,4339,1493
2011,"Birmingham, Hodge Hill",E14000563,121678,43397,40311,1465,0,32,1589,5050,2607,320,1220,903,60626,2172,46042,5881,413,6118,10211,4165,3476,2570,2394,1345,1049
2011,"Birmingham, Ladywood",E14000564,126693,34628,27041,1673,0,76,5838,7478,3673,698,1585,1522,51284,12799,19484,9244,4391,5366,28688,10092,12572,6024,4615,2030,2585
2011,"Birmingham, Northfield",E14000565,101422,87064,83710,1936,0,24,1394,4751,2884,312,800,755,4265,1183,750,196,727,1409,4490,1448,2158,884,852,383,469
2011,"Birmingham, Perry Barr",E14000566,107090,42486,37278,1505,0,38,3665,4406,2346,306,918,836,41599,17164,12902,6697,904,3932,16321,3454,10264,2603,2278,336,1942
2011,"Birmingham, Selly Oak",E14000567,104067,80723,75091,2880,0,36,2716,4559,2295,295,1152,817,12897,4009,4323,823,1702,2040,4673,1692,2234,747,1215,542,673
2011,"Birmingham, Yardley",E14000568,106738,70060,64300,3077,0,12,2671,4371,2324,224,1138,685,25286,4166,14801,3410,427,2482,5639,1551,3051,1037,1382,805,577
2011,Bromsgrove,E14000605,93637,89696,87640,904,0,75,1077,1396,631,82,446,237,1925,1078,221,39,309,278,444,110,267,67,176,53,123
2011,Burton,E14000610,102731,92105,87418,484,0,66,4137,1522,764,82,429,247,7734,894,5556,157,291,836,1000,327,487,186,370,89,281
2011,Cannock Chase,E14000618,97462,95256,94042,350,0,8,856,867,458,51,214,144,982,406,110,48,227,191,280,98,147,35,77,10,67
2011,Coventry North East,E14000649,110511,74091,66075,2222,0,57,5737,3323,1572,380,884,487,22799,12112,5651,1179,454,3403,8128,5809,1511,808,2170,720,1450
2011,Coventry North West,E14000650,100872,82444,75134,3063,0,27,4220,2330,1109,236,688,297,11535,6360,2158,222,794,2001,3380,2163,938,279,1183,344,839
2011,Coventry South,E14000651,105577,77494,69979,2020,0,67,5428,2577,991,327,816,443,17264,9279,1701,1550,2480,2254,6256,4864,868,524,1986,956,1030
2011,Dudley North,E14000671,81218,69434,68107,236,0,59,1032,1966,1326,80,354,206,7139,2525,3768,90,226,530,2346,566,1467,313,333,145,188
2011,Dudley South,E14000672,79648,73532,72565,194,0,138,635,1395,850,59,291,195,3573,953,1939,52,203,426,937,338,500,99,211,64,147
2011,Halesowen and Rowley Regis,E14000722,87319,77765,76461,468,0,21,815,1745,962,100,408,275,5328,2003,2182,372,211,560,1282,413,695,174,1199,929,270
2011,Hereford and South Herefordshire,E14000743,97492,95415,90395,378,0,162,4480,775,235,107,245,188,915,345,50,25,156,339,191,99,59,33,196,92,104
2011,Kenilworth and Southam,E14000767,82175,78610,75861,768,0,46,1935,921,258,74,376,213,2148,1081,107,22,503,435,276,156,88,32,220,70,150
2011,Lichfield,E14000791,92985,90616,88733,491,0,11,1381,912,406,85,250,171,1018,426,125,79,189,199,354,85,212,57,85,9,76
2011,Ludlow,E14000799,84857,83717,81980,348,0,69,1320,478,187,47,148,96,488,120,62,21,156,129,104,42,34,28,70,18,52
2011,Meriden,E14000812,107857,99090,96055,1580,0,43,1412,2677,1698,143,537,299,3566,2019,595,116,337,499,2130,516,1321,293,394,133,261
2011,Mid Worcestershire,E14000818,94454,92226,88044,479,0,426,3277,829,292,73,286,178,1038,423,83,92,164,276,211,87,108,16,150,41,109
2011,Newcastle-under-Lyme,E14000834,88945,83409,81622,274,0,38,1475,1194,437,126,386,245,3257,848,461,145,914,889,758,491,195,72,327,125,202
2011,North Herefordshire,E14000847,85985,84754,81527,331,0,201,2695,495,172,39,170,114,524,145,30,7,121,221,140,61,44,35,72,13,59
2011,North Shropshire,E14000849,104268,102364,99308,512,0,157,2387,685,239,67,218,161,868,196,61,102,256,253,239,132,54,53,112,35,77
2011,North Warwickshire,E14000854,90034,85413,83400,667,0,60,1286,892,457,78,222,135,2905,2173,93,36,191,412,518,260,210,48,306,23,283
2011,Nuneaton,E14000868,91086,83726,81621,430,0,47,1628,975,465,67,286,157,5427,3816,455,25,173,958,690,320,260,110,268,57,211
2011,Redditch,E14000892,89677,82875,78863,646,0,13,3353,1704,1066,75,343,220,4060,735,2580,192,219,334,864,160,560,144,174,54,120
2011,Rugby,E14000905,96549,87187,81010,997,0,141,5039,1937,863,203,553,318,5173,3015,611,137,426,984,1946,976,745,225,306,99,207
2011,Shrewsbury and Atcham,E14000926,102382,99510,96723,481,0,85,2221,891,295,101,274,221,1604,381,89,75,585,474,209,123,57,29,168,61,107
2011,Solihull,E14000931,98817,85154,81193,2355,0,27,1579,1727,697,104,619,307,9995,5079,2818,517,569,1012,1109,336,609,164,832,225,607
2011,South Staffordshire,E14000945,93655,89542,88353,406,0,114,669,1361,723,36,440,162,1992,1350,169,16,186,271,535,130,342,63,225,37,188
2011,Stafford,E14000965,95255,89512,86999,598,0,119,1796,1388,715,94,347,232,2942,1266,304,99,441,832,988,341,531,116,425,207,218
2011,Staffordshire Moorlands,E14000966,77523,76488,75548,208,0,23,709,498,213,43,149,93,398,107,57,1,96,137,90,43,40,7,49,15,34
2011,Stoke-on-Trent Central,E14000972,83104,70822,68386,272,0,32,2132,1713,665,224,539,285,8082,1527,3736,364,706,1749,1696,1211,352,133,791,250,541
2011,Stoke-on-Trent North,E14000973,96715,87063,85131,201,0,124,1607,1785,827,211,489,258,5992,318,3691,565,332,1086,1268,789,337,142,607,114,493
2011,Stoke-on-Trent South,E14000974,89539,82824,81558,204,0,33,1029,1164,483,143,357,181,4477,503,3022,173,222,557,827,552,176,99,247,44,203
2011,Stone,E14000975,84249,82547,81291,332,0,31,893,669,247,56,205,161,726,277,100,35,120,194,212,79,110,23,95,44,51
2011,Stourbridge,E14000976,90024,82761,81430,381,0,92,858,1289,689,63,349,188,4981,737,3631,71,281,261,577,218,254,105,416,269,147
2011,Stratford-on-Avon,E14000977,88490,85944,82183,683,0,167,2911,975,335,91,327,222,1205,452,64,12,351,326,210,91,89,30,156,46,110
2011,Sutton Coldfield,E14000985,95107,84328,80960,1748,0,24,1596,2068,992,170,544,362,6336,3777,1119,189,519,732,1893,343,1258,292,482,125,357
2011,Tamworth,E14000986,95334,92143,89950,669,0,17,1507,1022,526,83,250,163,1498,859,121,66,226,226,543,125,351,67,128,33,95
2011,Telford,E14000989,90359,84478,82034,369,0,31,2044,1681,802,163,425,291,2980,1874,292,64,322,428,955,590,295,70,265,64,201
2011,The Wrekin,E14000992,90904,84220,81098,429,0,136,2557,1416,665,131,403,217,4140,1257,1955,108,348,472,852,438,331,83,276,87,189
2011,Walsall North,E14001011,93878,81000,79526,231,0,142,1101,2521,1656,90,521,254,7691,3601,2467,345,289,989,2042,637,1011,394,624,38,586
2011,Walsall South,E14001012,98471,59784,57218,429,0,89,2048,3508,1954,181,961,412,30224,10966,11498,4723,472,2565,3580,1195,1751,634,1375,145,1230
2011,Warley,E14001016,92201,52899,48231,1025,0,56,3587,4007,2333,208,858,608,25157,11718,7607,2467,329,3036,8029,2082,4710,1237,2109,280,1829
2011,Warwick and Leamington,E14001019,97140,84808,78532,1671,0,33,4572,2249,712,185,842,510,8238,5898,398,52,705,1185,803,370,341,92,1042,172,870
2011,West Bromwich East,E14001029,88030,59974,55649,592,0,24,3709,2878,1733,155,537,453,18103,11462,2225,2189,248,1979,5495,1021,3735,739,1580,366,1214
2011,West Bromwich West,E14001030,90191,69229,66116,278,0,53,2782,2452,1588,99,476,289,13510,7458,2895,1744,197,1216,4143,1065,2569,509,857,106,751
2011,West Worcestershire,E14001035,91658,89694,87537,409,0,163,1585,723,226,88,264,145,962,293,44,32,350,243,166,99,49,18,113,13,100
2011,Wolverhampton North East,E14001049,88737,67716,64656,612,0,96,2352,4879,3492,233,616,538,8259,5740,430,134,392,1563,6892,1887,3560,1445,991,107,884
2011,Wolverhampton South East,E14001050,88177,58689,56594,281,0,143,1671,4328,3055,129,697,447,17782,14464,677,65,362,2214,5571,1125,3216,1230,1807,81,1726
2011,Wolverhampton South West,E14001051,84913,54761,51008,674,0,20,3059,3802,2107,193,894,608,19328,12239,3352,233,642,2862,5065,1164,2841,1060,1957,172,1785
2011,Worcester,E14001052,98768,92294,88016,583,0,113,3582,1395,474,199,439,283,4366,806,1923,449,391,797,473,226,186,61,240,61,179
2011,Wyre Forest,E14001058,97975,95273,92822,459,0,375,1617,998,461,75,275,187,1390,299,133,512,168,278,214,85,105,24,100,14,86
2011,Basildon and Billericay,E14000544,89687,83147,79862,716,0,719,1850,1516,564,220,375,357,2491,1123,199,209,262,698,2292,1629,464,199,241,61,180
2011,Bedford,E14000552,101066,75220,63447,1200,0,63,10510,4081,1905,456,976,744,15594,6704,3053,3067,706,2064,5258,2265,2462,531,913,303,610
2011,Braintree,E14000590,97840,94589,91182,681,0,86,2640,1139,335,132,359,313,1362,395,116,125,286,440,565,343,163,59,185,47,138
2011,Brentwood and Ongar,E14000594,92957,87541,83833,1078,0,151,2479,1448,429,166,523,330,2624,1077,136,199,408,804,1000,586,272,142,344,116,228
2011,Broadland,E14000603,95188,93483,91760,304,0,34,1385,690,186,107,247,150,694,197,29,40,158,270,205,136,47,22,116,46,70
2011,Broxbourne,E14000606,98790,89319,80049,1385,0,151,7734,2220,803,252,533,632,2391,902,149,173,347,820,4028,2281,1331,416,832,142,690
2011,Bury St Edmunds,E14000613,113678,110007,105797,561,0,73,3576,1382,414,211,418,339,1472,479,66,93,293,541,599,293,149,157,218,44,174
2011,Cambridge,E14000617,114740,94748,75510,1608,0,108,17522,3685,695,450,1382,1158,12471,3046,678,1734,4150,2863,1967,1217,571,179,1869,857,1012
2011,Castle Point,E14000622,88011,85273,83943,527,0,17,786,911,346,104,264,197,1012,378,67,87,220,260,661,327,203,131,154,31,123
2011,Central Suffolk and North Ipswich,E14000624,98935,94709,92354,360,0,107,1888,1680,786,200,374,320,1562,592,75,180,327,388,719,242,363,114,265,28,237
2011,Chelmsford,E14000628,105424,97345,92958,1025,0,109,3253,1929,631,249,586,463,4008,1557,591,401,646,813,1693,1200,331,162,449,192,257
2011,Clacton,E14000642,85359,83176,81272,722,0,37,1145,946,433,130,190,193,824,212,30,100,221,261,276,148,95,33,137,35,102
2011,Colchester,E14000644,108610,97839,92087,764,0,51,4937,2393,687,377,646,683,4945,1134,303,326,1066,2116,2076,1443,424,209,1357,787,570
2011,Epping Forest,E14000693,95084,84349,78763,1158,0,104,4324,2269,755,224,691,599,5529,2836,900,233,553,1007,2232,1116,884,232,705,117,588
2011,Great Yarmouth,E14000717,97277,94215,90280,390,0,63,3482,1159,294,277,331,257,1204,446,116,18,189,435,439,285,86,68,260,77,183
2011,Harlow,E14000729,92163,82846,78040,987,0,159,3660,1880,694,323,427,436,3852,1128,639,397,844,844,3158,2282,574,302,427,170,257
2011,Harwich and North Essex,E14000734,91170,87693,85068,532,0,38,2055,1021,285,95,374,267,1543,312,54,54,647,476,570,402,117,51,343,188,155
2011,Hemel Hempstead,E14000739,99084,88016,83198,1269,0,172,3377,2253,798,312,671,472,5841,2022,1892,246,576,1105,2625,1807,601,217,349,123,226
2011,Hertford and Stortford,E14000744,106711,101279,95062,1278,0,47,4892,1866,526,175,708,457,2384,905,193,234,444,608,884,533,268,83,298,115,183
2011,Hertsmere,E14000745,100031,85063,75750,2130,0,154,7029,2619,678,385,862,694,7393,3723,454,232,918,2066,3927,2990,558,379,1029,200,829
2011,Hitchin and Harpenden,E14000749,99607,90045,84853,1247,0,31,3914,2599,936,252,821,590,4643,2064,400,553,653,973,1818,743,861,214,502,164,338
2011,Huntingdon,E14000757,112664,105638,98607,835,0,152,6044,1876,496,279,586,515,3465,882,919,339,440,885,1347,726,323,298,338,107,231
2011,Ipswich,E14000761,109003,96221,89084,556,0,87,6494,3938,2060,535,549,794,5245,1683,223,1547,598,1194,2622,896,1294,432,977,146,831
2011,Luton North,E14000800,98947,54305,46740,3129,0,54,4382,4364,2230,423,902,809,28507,5758,13967,5161,529,3092,10706,4417,4997,1292,1065,527,538
2011,Luton South,E14000801,110180,62463,49236,3106,0,160,9961,3989,1630,498,929,932,32536,4897,15403,8451,980,2805,9271,4788,3206,1277,1921,1120,801
2011,Maldon,E14000806,88797,86549,84539,513,0,169,1328,837,267,78,307,185,916,274,40,121,176,305,324,158,116,50,171,77,94
2011,Mid Bedfordshire,E14000813,100121,93711,89903,1155,0,137,2516,1779,659,173,536,411,3172,1502,237,82,707,644,1047,562,387,98,412,208,204
2011,Mid Norfolk,E14000816,99840,97675,94324,405,0,124,2822,984,260,165,270,289,729,210,38,52,191,238,365,157,147,61,87,17,70
2011,North East Bedfordshire,E14000841,102716,96615,92572,859,0,195,2989,1956,723,187,635,411,2712,1353,177,165,402,615,1148,586,460,102,285,49,236
2011,North East Cambridgeshire,E14000842,112376,109217,101888,460,0,513,6356,1103,342,141,337,283,1277,439,87,95,231,425,576,257,206,113,203,14,189
2011,North East Hertfordshire,E14000845,95286,88269,84409,979,0,22,2859,1916,821,179,557,359,3582,1881,172,143,470,916,1163,429,604,130,356,59,297
2011,North Norfolk,E14000848,84645,83512,81827,292,0,43,1350,513,165,57,159,132,426,90,5,56,111,164,139,62,63,14,55,9,46
2011,North West Cambridgeshire,E14000855,125061,117212,109243,803,0,125,7041,2306,818,364,578,546,3306,1370,634,24,467,811,1807,1127,461,219,430,97,333
2011,North West Norfolk,E14000859,95124,92208,86742,396,0,140,4930,893,225,168,252,248,1505,578,108,26,314,479,353,214,59,80,165,55,110
2011,Norwich North,E14000863,87352,83361,79894,339,0,63,3065,1326,351,278,375,322,1618,392,49,309,316,552,770,613,89,68,277,104,173
2011,Norwich South,E14000864,96670,87015,81307,709,0,92,4907,2230,450,463,702,615,4961,1553,224,298,1527,1359,1540,1217,217,106,924,580,344
2011,Peterborough,E14000878,115414,89385,74076,749,0,491,14069,3296,935,540,989,832,18911,3503,11523,217,540,3128,2652,1489,817,346,1170,356,814
2011,Rayleigh and Wickford,E14000888,97352,94126,92437,594,0,64,1031,1070,378,118,360,214,1313,441,84,101,297,390,659,392,167,100,184,48,136
2011,Rochford and Southend East,E14000899,100083,91413,86515,792,0,103,4003,2219,655,482,547,535,3618,964,505,533,727,889,2334,1783,296,255,499,163,336
2011,Saffron Walden,E14000910,101959,98276,94182,800,0,174,3120,1267,321,194,470,282,1588,465,89,211,296,527,567,298,193,76,261,93,168
2011,South Basildon and East Thurrock,E14000933,96886,90031,87624,646,0,203,1558,1520,618,296,324,282,2224,929,238,160,294,603,2823,2057,506,260,288,67,221
2011,South Cambridgeshire,E14000934,109807,101993,95103,904,0,168,5818,1927,387,205,763,572,4468,1721,342,225,1010,1170,875,552,202,121,544,230,314
2011,South East Cambridgeshire,E14000937,114779,108338,100422,806,0,511,6599,1836,379,233,644,580,3232,1105,268,157,757,945,950,538,241,171,423,137,286
2011,South Norfolk,E14000941,98193,95839,93485,352,0,137,1865,929,261,128,325,215,982,347,56,52,233,294,300,213,51,36,143,53,90
2011,South Suffolk,E14000946,91752,89818,87546,515,0,52,1705,840,312,92,221,215,686,183,13,66,163,261,267,133,91,43,141,11,130
2011,South West Bedfordshire,E14000949,102031,94333,89273,1509,0,182,3369,2287,867,287,667,466,2765,1066,228,119,482,870,2295,1346,738,211,351,127,224
2011,South West Hertfordshire,E14000951,105309,94376,88019,1716,0,108,4533,2164,503,207,852,602,7043,4307,603,177,627,1329,1328,676,506,146,398,122,276
2011,South West Norfolk,E14000952,103599,100710,93467,490,0,226,6527,1303,301,262,318,422,898,230,75,82,169,342,498,199,146,153,190,22,168
2011,Southend West,E14000957,88884,82442,79231,794,0,74,2343,1642,454,302,485,401,2977,880,554,426,410,707,1411,997,246,168,412,139,273
2011,St Albans,E14000960,97663,83971,76120,1947,0,150,5754,3073,839,296,1155,783,7803,1831,1004,2481,883,1604,1994,942,832,220,822,400,422
2011,Stevenage,E14000968,94192,83348,79143,1101,0,72,3032,2408,1004,311,628,465,5084,1711,511,541,673,1648,2906,1950,703,253,446,135,311
2011,Suffolk Coastal,E14000981,98927,96047,93412,461,0,44,2130,1138,335,191,347,265,1197,359,71,115,286,366,394,189,146,59,151,36,115
2011,Thurrock,E14000995,116255,95907,88897,843,0,229,5938,2575,853,581,541,600,5391,2058,491,589,734,1519,11569,9186,1207,1176,813,225,588
2011,Watford,E14001021,114035,85662,75239,2574,0,91,7758,3661,1148,462,1130,921,17914,6079,6194,378,978,4285,5810,3475,1754,581,988,340,648
2011,Waveney,E14001022,102474,100015,98053,348,0,86,1528,1099,354,184,292,269,891,170,53,91,266,311,354,202,93,59,115,8,107
2011,Welwyn Hatfield,E14001027,105354,88147,80164,1634,0,151,6198,2718,843,419,786,670,8503,3423,730,450,1893,2007,4918,3896,695,327,1068,559,509
2011,West Suffolk,E14001034,113394,106378,95212,943,0,155,10068,2395,472,372,586,965,2078,533,196,161,226,962,1899,669,373,857,644,47,597
2011,Witham,E14001045,88429,85766,83167,597,0,144,1858,1053,326,141,364,222,1010,337,19,90,186,378,469,266,158,45,131,37,94
2011,Barking,E14000540,122313,67277,55745,951,0,118,10463,5392,1788,1498,856,1250,22786,5451,6740,6050,894,3651,24736,19331,3252,2153,2122,772,1350
2011,Battersea,E14000549,106709,78414,58473,2808,0,44,17089,5377,1670,755,1374,1578,7555,1920,1241,438,1379,2577,13060,6057,4854,2149,2303,879,1424
2011,Beckenham,E14000551,87011,75431,69515,1498,0,45,4373,3020,1022,300,967,731,4364,1792,281,233,749,1309,3343,1585,1355,403,853,269,584
2011,Bermondsey and Old Southwark,E14000553,126522,73956,51475,2958,0,118,19405,7255,2008,1479,1418,2350,15332,3471,696,2138,5137,3890,25489,17149,4245,4095,4490,1355,3135
2011,Bethnal Green and Bow,E14000555,125351,58843,42125,2134,0,85,14499,5222,1327,743,1524,1628,50166,2286,1237,41901,2271,2471,8306,4095,2418,1793,2814,1222,1592
2011,Bexleyheath and Crayford,E14000558,87848,73893,70254,993,0,257,2389,1850,577,294,529,450,5442,2525,260,286,838,1533,6044,4951,726,367,619,108,511
2011,Brent Central,E14000591,137438,53258,24132,6497,0,211,22418,8077,2432,1530,1522,2593,32700,13761,6560,767,1175,10437,35104,14668,13846,6590,8299,5222,3077
2011,Brent North,E14000592,128484,34184,16333,3716,0,86,14049,4636,1066,667,1433,1470,67354,42214,6846,837,1479,15978,15806,6152,6947,2707,6504,4298,2206
2011,Brentford and Isleworth,E14000593,128556,74242,52662,3357,0,56,18167,5753,1312,857,1912,1672,36039,19665,5231,1099,1631,8413,7916,4838,1870,1208,4606,2201,2405
2011,Bromley and Chislehurst,E14000604,88633,74453,67803,1208,0,172,5270,3028,1022,375,880,751,5368,2201,309,410,933,1515,4830,2798,1463,569,954,289,665
2011,Camberwell and Peckham,E14000615,125226,56154,41352,2355,0,125,12322,8315,2988,1859,1038,2430,9528,1503,704,1579,2435,3307,46810,28023,11671,7116,4419,912,3507
2011,Carshalton and Wallington,E14000621,95322,74914,68783,1487,0,142,4502,3819,1404,508,1059,848,9774,2711,1175,574,897,4417,5823,3457,1805,561,992,323,669
2011,Chelsea and Fulham,E14000629,105697,81727,52629,2968,0,63,26067,5043,1107,643,1658,1635,7850,1563,581,469,1557,3680,6276,3300,1888,1088,4801,2490,2311
2011,Chingford and Woodford Green,E14000634,88149,64835,56001,1600,0,69,7165,4196,1519,502,967,1208,9114,2575,2982,732,699,2126,7993,3062,3653,1278,2011,485,1526
2011,Chipping Barnet,E14000636,111973,80436,61924,3200,0,40,15272,5452,1122,816,1851,1663,16252,7270,1019,593,2021,5349,6093,3926,1296,871,3740,872,2868
2011,Cities of London and Westminster,E14000639,110000,75391,45068,2336,0,52,27935,4969,659,770,1698,1842,15219,3656,1088,2090,3715,4670,5288,3464,988,836,9133,6011,3122
2011,Croydon Central,E14000654,114705,70449,62075,1693,0,75,6606,7527,3261,1000,1479,1787,14390,6499,1870,663,1298,4060,20583,9013,7906,3664,1756,506,1250
2011,Croydon North,E14000655,136044,47844,35388,1813,0,105,10538,10394,4309,1582,1891,2612,31809,12304,7221,1429,1428,9427,42919,15955,19493,7471,3078,763,2315
2011,Croydon South,E14000656,112629,81902,74277,1863,0,54,5708,5974,2080,697,1770,1427,13428,5857,1774,478,1199,4120,9754,4013,3921,1820,1571,432,1139
2011,Dagenham and Rainham,E14000657,102090,73723,67222,1191,0,105,5205,3422,1360,760,558,744,8587,2814,1468,1884,612,1809,15377,11515,2549,1313,981,261,720
2011,Dulwich and West Norwood,E14000673,110542,65682,50209,2450,0,77,12946,8637,3237,1490,1402,2508,6341,1858,707,595,1176,2005,27596,11324,11062,5210,2286,529,1757
2011,Ealing Central and Acton,E14000674,119419,75600,46984,4348,0,156,24112,6119,1301,884,1998,1936,18828,6437,2304,432,2195,7460,10799,5333,3579,1887,8073,4952,3121
2011,Ealing North,E14000675,121117,60405,36709,3845,0,92,19759,5616,1760,682,1557,1617,31941,12838,4510,661,1273,12659,15773,6902,6390,2481,7382,3767,3615
2011,"Ealing, Southall",E14000676,97913,29813,19342,2235,0,52,8184,3331,878,423,1098,932,49670,28965,7897,693,664,11451,10288,5064,3223,2001,4811,1085,3726
2011,East Ham,E14000679,149842,34593,20096,839,0,259,13399,5807,1498,1402,1276,1631,80628,27679,19872,19597,1486,11994,23773,14676,6100,2997,5041,1568,3473
2011,Edmonton,E14000687,112059,52962,29968,1797,0,165,21032,6594,2049,945,1436,2164,14505,3596,989,3507,650,5763,30608,15909,9952,4747,7390,942,6448
2011,Eltham,E14000690,89759,68736,60602,1635,0,54,6445,3465,1177,570,764,954,7092,2193,660,419,1385,2435,8862,5572,2257,1033,1604,337,1267
2011,Enfield North,E14000691,103053,69566,52587,2060,0,131,14788,5721,1772,815,1272,1862,7574,2179,496,1143,644,3112,15960,8930,4805,2225,4232,472,3760
2011,"Enfield, Southgate",E14000692,97354,68112,43895,3042,0,48,21127,4868,1031,624,1481,1732,12814,5873,1109,949,1294,3589,7119,3383,2577,1159,4441,516,3925
2011,Erith and Thamesmead,E14000696,110151,63660,56033,1057,0,509,6061,4483,1460,1250,777,996,12189,4321,963,545,1466,4894,28298,22825,3165,2308,1521,264,1257
2011,Feltham and Heston,E14000701,125401,56263,43602,1418,0,127,11116,4596,961,873,1478,1284,51218,28496,8445,1090,774,12413,8897,5949,1511,1437,4427,1437,2990
2011,Finchley and Golders Green,E14000703,120608,80150,54022,2790,0,51,23287,5724,855,890,2211,1768,20389,8728,1508,777,2291,7085,7057,4860,1178,1019,7288,2088,5200
2011,Greenwich and Woolwich,E14000718,112628,66006,52460,2129,0,133,11284,6144,1940,1356,1203,1645,15638,3870,1223,839,2964,6742,22639,16106,3722,2811,2201,559,1642
2011,Hackney North and Stoke Newington,E14000720,128036,73931,48560,2723,0,215,22433,7779,2353,1323,1615,2488,13610,5288,1132,2917,1318,2955,25072,11443,9288,4341,7644,809,6835
